Title,Price,Size,Neighbourhood,City,Date_Posted,Rooms
"FRONT - od ulicy - Idealne 4 pok - centrum
190 000 zł",190000.0,67.0,,Krotoszyn,2025-04-29,4
"Mieszkanie 3 pokojowe (przerobione z 2 pokoi). Ulica Sikorskiego.
249 000 zł",249000.0,46.74,,Piła,2025-04-18,3
"2-pokojowe mieszkanie w bloku
225 000 zł",225000.0,45.2,,Gostyń,2025-04-23,2
"Kawalerka ścisłe centrum Piła 1-pokojowe
228 000 zł",228000.0,30.0,,Piła,2025-03-14,1
"NOWA CENA!! Mieszkanie 2/3 pokoje, Kredyt, Balkon,
235 999,98 zł",23599998.0,49.0,,Ostrów Wielkopolski,2025-05-06,3
"Kawalerka – idealna inwestycja lub start na swoim
155 000 zł",155000.0,11.0,,Września,2025-04-16,1
"Mieszkanie w centrum po remoncie Kredyt bez wpłaty
244 999,98 zł",24499998.0,44.0,,Ostrów Wielkopolski,2025-05-07,
"Sprzedam mieszkanie
199 000 zł",199000.0,36.0,,Pleszew,,
"Mieszkanie 65 mkw bez bik i krd !
150 000 zł",150000.0,65.0,,Śmigiel,2025-05-06,
"Mieszkanie - Dom wielorodzinny - Huta Szklana gm. Krzyż Wielkopolski
224 999 zł
do negocjacji",224999.0,97.0,,Huta Szklana,2025-05-11,
"sprzedam mieszkanie - kawalerke
250 000 zł
do negocjacji",250000.0,34.0,,Piła,2025-05-10,
"2 pokoje na 1 piętrze Zagórze, gm. Janów
249 000 zł",249000.0,53.8,,Poznań,2025-04-30,2
"Sprzedam mieszkanie 38 m2
223 000 zł
do negocjacji",223000.0,37.8,,Kłodawa,2025-05-03,
"Mieszkanie 2– pok, II PIĘTRO, Leszno - Zwycięstwa
249 000 zł",249000.0,34.7,,Leszno,2025-04-24,2
"2-pokojowe mieszkanie pow.70m2 z ogródkiem
250 000 zł",250000.0,69.99,,Poznań,2025-04-29,2
"Mieszkanie 48m2 do remontu w Turku
220 000 zł",220000.0,48.0,,Turek,2025-04-10,
"Słoneczne, 2-pokojowe mieszkanie z potencjałem, balkon, ładny widok
239 000 zł
do negocjacji",239000.0,39.02,,Kalisz,2025-05-01,2
"Kawalerka Wysoki standard nowa cena
244 000 zł
do negocjacji",244000.0,26.0,,Piła,,1
"Mieszkanie na parterze
210 000 zł",210000.0,33.3,,Ostrów Wielkopolski,2025-03-26,
"Mieszkanie na sprzedaż ! 48 mkw
200 000 zł",200000.0,48.0,,Śmigiel,2025-04-14,
"Mieszkanie 2-pokojowe na oś. Przemysława II
190 000 zł",190000.0,33.0,,Rogoźno,,2
"Sprzedam mieszkanie TBS
180 000 zł",180000.0,46.62,,Kalisz,2025-05-11,
"Kawalerka w centrum Środy
237 000 zł",237000.0,31.0,,Środa Wielkopolska,2025-05-05,1
"Mieszkanie dwupokojowe, przytulne blisko park i centrum
248 000 zł",248000.0,34.0,,Jarocin,2025-05-07,
"Sprzedam mieszkanie - Opatówek, ul. Dworcowa, bezpośrednio
180 000 zł
do negocjacji",180000.0,51.7,,Opatówek,2025-05-01,
"Mieszkanie II piętro w Jastrowiu
249 000 zł",249000.0,43.48,,Jastrowie,2025-04-28,
"Sprzedam bezpośrednio 2 pokojowe mieszkanie w centrum Kalisza
215 000 zł",215000.0,28.0,,Kalisz,,2
"Mieszkanie z ogrodem+meble i agd
249 000 zł",249000.0,72.0,,Wapno,2025-04-26,
"Mieszkanie w domu czterorodzinnym z osobnym wejściem
239 999 zł",239999.0,77.4,,Łobżenica,2025-05-01,
"Bezczynszowe mieszkanie
170 000 zł
do negocjacji",170000.0,48.0,,Zelgniewo,2025-04-30,
"Sprzedam mieszkanie w Turku przy ul. Kolska Szosa
215 000 zł",215000.0,38.0,,Turek,2025-04-13,
"Mieszkanie Kórnik Dziećmierowo dworzec PKP
210 000 zł",210000.0,45.82,,Dziećmierowo,2025-04-26,
"Mieszkanie - Dom wielorodzinny - Huta Szklana gm. Krzyż Wielkopolski
224 999 zł
do negocjacji",224999.0,97.0,,Huta Szklana,2025-05-11,
"Sprzedam kawalerkę
170 000 zł",170000.0,28.5,,Wągrowiec,2025-04-26,
"Mieszkanie 65 mkw bez bik i krd !
150 000 zł",150000.0,65.0,,Śmigiel,2025-05-06,
"Mieszkanie 3 pokoje blisko Września Środa Wielkopolska Słupca Jarocin
159 000 zł
do negocjacji",159000.0,61.0,,Mikuszewo,2025-05-10,3
"Mieszkamie z ogródkiem na sprzedaż
199 000 zł",199000.0,71.0,,Kamień,2025-04-15,
"Mieszkanie 2 pokojowe na 1 piętrze Piła Centrum, 34m2, do zamieszkania
215 000 zł
do negocjacji",215000.0,34.0,,Piła,2025-04-22,2
"Mieszkanie na sprzedaż do wykończenia
160 000 zł",160000.0,43.5,,Wyrzysk,2025-04-22,
"Mieszkanie Mieszkanie
185 000 zł
do negocjacji",185000.0,32.5,,Pleszew,2025-05-10,
"Mieszkanie 50 m2
170 000 zł",170000.0,50.0,,Bieślin,2025-04-24,
"Mieszkanie w Centrum na głównej ulicy
247 500 zł",247500.0,59.0,,Wągrowiec,2025-04-18,
"Mieszkanie do wykończenia w centrum miasta
170 000 zł
do negocjacji",170000.0,65.7,,Chodzież,2025-04-18,
"Mieszkanie w bloku - Biskupie 5km od Ślesina
164 000 zł
do negocjacji",164000.0,77.89,,Biskupie,2025-05-02,
"Mieszkanie w centrum Piły 35m2
157 500 zł
do negocjacji",157500.0,35.0,,Piła,2025-05-08,
"Piekne przestronne mieszkanie
250 000 zł
do negocjacji",250000.0,52.0,,Janiszewo,2025-05-11,
"Spszedam Mieszkanie
230 000 zł",230000.0,3330.0,,Koło,,
"Sprzedam mieszkanie
199 000 zł",199000.0,36.0,,Pleszew,,
"Okazja mieszkanie , apartament ,domek Boszkowo Boszkowie .
199 000 zł",199000.0,22.0,,Boszkowo,2025-05-07,
"Mieszkanie Czarnków
150 000 zł
do negocjacji",150000.0,34.9,,Czarnków,2025-04-21,
"Kawalerka po remoncie Gniezno ulica Libelta doskonała lokalizacja
233 000 zł",233000.0,26.5,,Gniezno,2025-04-27,1
"Kawalerka- parter– piękna okolica, blisko jeziora!
235 000 zł
do negocjacji",235000.0,28.4,,Śrem,2025-05-03,1
"Mieszkanie, Gostyń
215 000 zł",215000.0,56.0,,Gostyń,2025-04-23,
"Mieszkanie 2-pok/ 38,10m²/piwnica/balkon
225 000 zł",225000.0,38.1,,Ostrów Wielkopolski,2025-04-19,2
"MIESZKANIE, KAWALERKA 34m2. bez czynszowe
185 000 zł
do negocjacji",185000.0,34.0,,Dzierżążno Małe,2025-04-23,1
"Sprzedam mieszkanie w kamienicy na 1 piętrze 2 pokojowe
200 000 zł",200000.0,43.0,,Trzcianka,2025-05-04,2
"Mieszkanie na Sprzedaż
220 000 zł",220000.0,35.9,,Piła,2025-05-07,
"Sprzedam mieszkanie Oś. Piastowskie 42,36m2 - 2 pokoje + piwnica - 4m2
226 000 zł
do negocjacji",226000.0,46.36,,Kościan,2025-05-07,2
"Nowe bezczynszowe gotowe do sprzedaży -marzec 2026
243 508 zł",243508.0,35.81,,Jarocin,2025-04-24,
"Mieszkanie Kowalskie 55 m2, 2 pokoje, ogród, garaż, piwnica
245 000 zł",245000.0,54.9,,Kowalskie,2025-05-11,2
"Chodzież Korfantego 2 pokoje, balkon, piwnica, idealne na pierwsze 'M
248 000 zł
do negocjacji",248000.0,44.51,,Chodzież,2025-04-14,2
"Sprzedam Mieszkanie 32 metry
195 000 zł",195000.0,32.0,,Gniezno,2025-04-30,
"Sprzedam mieszkanie
220 000 zł
do negocjacji",220000.0,38.0,,Ladorudz,2025-05-06,
"Sprzedam mieszkanie- 1 PIĘTRO, BALKON - ul. Zakole, Konin
229 000 zł
do negocjacji",229000.0,38.3,,Konin,2025-04-26,
"Mieszkanie | 2-pokoje | Parking | Jasne | Centrum
198 900 zł",198900.0,23.0,,Ostrów Wielkopolski,2025-04-04,2
"kawalerka na sprzedaż w Trzciance
250 000 zł
do negocjacji",250000.0,38.0,,Trzcianka,2025-04-18,1
"Mieszkanie na sprzedaż. REZERWACJA!!!
240 000 zł
do negocjacji",240000.0,39.29,,Gniezno,2025-04-22,
"Mieszkanie bezczynszowe .OKAZJA MOŻLIWOŚĆ RAT
249 000 zł",249000.0,76.0,,Złotów,2025-04-14,
"Sprzedam mieszkanie - kawalerka umeblowana, Piła
250 000 zł
do negocjacji",250000.0,26.06,,Piła,,1
"Dwa mieszkania na sprzedaż 54 m2 Zieleń
220 000 zł
do negocjacji",220000.0,54.0,,Zieleń,2025-04-14,
"Spszedam Mieszkanie
230 000 zł",230000.0,3330.0,,Koło,,
"Mieszkanie 65 mkw bez bik i krd !
150 000 zł",150000.0,65.0,,Śmigiel,2025-05-06,
"Sprzedam mieszkanie TBS
180 000 zł",180000.0,46.62,,Kalisz,2025-05-11,
"Mieszkanie 55,2m2 Kłodawa, Wlkp.
239 000 zł",239000.0,55.2,,Kłodawa,2025-04-02,
"Mieszkanie 45.8m2
235 000 zł
do negocjacji",235000.0,45.8,,Złotów,2025-04-18,
"Mieszkanie w bloku 63,1 m2 PARTER Petryki 61
235 000 zł",235000.0,63.1,,Petryki,2025-05-04,
"Mieszkanie Gniezno kłeckoska
225 000 zł
do negocjacji",225000.0,44.0,,Gniezno,2025-05-09,
"Rezerwacja Mieszkanie TBS za odstępne
215 000 zł
do negocjacji",215000.0,48.0,,Kalisz,2025-04-19,
"Sprzedam mieszkanie
245 000 zł
do negocjacji",245000.0,41.0,,Janków Pierwszy,2025-04-14,
"Mieszkanie w centrum Kalisza; ogród, miejsca parkingowe
222 000 zł
do negocjacji",222000.0,38.0,,Kalisz,2025-05-07,
"Mieszkanie tbs za odstępne
185 000 zł",185000.0,45.0,,Kalisz,2025-04-19,
"Idealne mieszkanie dla rodziny w Trzciance! Blisko centrum i Szkoła.
239 000 zł",239000.0,83.0,,Trzcianka,2025-04-30,
"Mieszkanie w Ostrowie Wielkopolskim
178 000 zł",178000.0,23.0,,Ostrów Wielkopolski,2025-05-10,
"Nowe bezczynszowe gotowe do sprzedaży -marzec 2026
243 508 zł",243508.0,35.81,,Jarocin,2025-04-24,
"Sprzedam bezpośrednio 2 pokojowe mieszkanie w centrum Kalisza
215 000 zł",215000.0,28.0,,Kalisz,,2
"Mieszkanie - Dom wielorodzinny - Huta Szklana gm. Krzyż Wielkopolski
224 999 zł
do negocjacji",224999.0,97.0,,Huta Szklana,2025-05-11,
"Sprzedam mieszkanie 27 m2
157 000 zł",157000.0,27.0,,Konin,2025-04-22,
"Mieszkanie 3 pokoje
220 000 zł
do negocjacji",220000.0,46.2,,Krotoszyn,2025-04-22,3
"Mieszkanie na sprzedaż Trzcianka
189 000 zł",189000.0,32.0,,Trzcianka,2025-04-26,
"Sprzedam mieszkanie Kłodawa, 2 pokoje
190 000 zł
do negocjacji",190000.0,37.8,,Kłodawa,2025-04-17,2
"Mieszkanie 1-pokojowe 33,17 m2 z Najemcą do kontynuowania umowy najmu
180 000 zł
do negocjacji",180000.0,33.17,,Kościan,2025-05-06,1
"Sprzedam Mieszkanie Złotów Moniuszki Centrum
220 000 zł
do negocjacji",220000.0,33.2,,Złotów,2025-04-17,
"Mieszkanie na parterze, 3 pokoje z tarasem na sprzedaż w Jutrosinie.
250 000 zł
do negocjacji",250000.0,65.0,,Jutrosin,2025-05-08,3
"Mieszkanie w bardzo dobrej lokalizacji, bezpośrednio, 38m²
242 000 zł",242000.0,38.0,,Jarocin,2025-05-01,
"Mieszkanie / kawalerka
250 000 zł
do negocjacji",250000.0,37.0,,Wolsztyn,2025-05-02,1
"Mieszkanie własnościowe
250 000 zł",250000.0,58.0,,Konojad,2025-05-07,
"Mieszkanie na sprzedaż ! 48 mkw
200 000 zł",200000.0,48.0,,Śmigiel,2025-04-14,
"Sprzedam mieszkanie
199 000 zł",199000.0,36.0,,Pleszew,,
"Mieszkanie 2-pokojowe na oś. Przemysława II
190 000 zł",190000.0,33.0,,Rogoźno,,2
"Mieszkanie 2 pokojowe.
160 000 zł
do negocjacji",160000.0,46.0,,Gościejewice,2025-04-14,2
"Mieszkanie 48 m2, Nowa Kolejowa
245 000 zł
do negocjacji",245000.0,48.0,,Koło,2025-04-23,
"Sprzedam mieszkanie
215 000 zł
do negocjacji",215000.0,46.0,,Czarnków,2025-04-25,
"Sprzedam mieszkanie
170 000 zł
do negocjacji",170000.0,70.0,,Kwilcz,2025-04-19,
"Mieszkanie kawalerka 25 m2 ogródek, komórka
250 000 zł",250000.0,25.0,,Wronki,2025-05-04,1
"Mieszkania 2 pokoje 37 m2 + 3 m2 piwnica
169 000 zł
do negocjacji",169000.0,37.0,,Turek,2025-04-13,2
"Mieszkania na 2 pokoje
240 000 zł",240000.0,56.0,,Kalisz,2025-04-26,2
"Mieszkanie na sprzedaż Klęka bez pośrednikow do remontu
165 000 zł
do negocjacji",165000.0,83.09,,Klęka,2025-04-30,
"Sprzedam mieszkanie 2 pokoje 47m2 + garaż
200 000 zł
do negocjacji",200000.0,47.0,,Turek,2025-05-02,2
"Mieszkanie w centrum Pleszewa
165 000 zł",165000.0,46.0,,Pleszew,2025-04-20,
"Mieszkanie Kowalskie 55 m2, 2 pokoje, ogród, garaż, piwnica
245 000 zł",245000.0,54.9,,Kowalskie,2025-05-11,2
"Sprzedam kawalerkę
170 000 zł",170000.0,28.5,,Wągrowiec,2025-04-26,
"Piekne przestronne mieszkanie
250 000 zł
do negocjacji",250000.0,52.0,,Janiszewo,2025-05-11,
"Przytulne mieszkanie w bloku
249 000 zł
do negocjacji",249000.0,48.17,,Pleszew,2025-04-29,
"Nekla - Mieszkanie z ogródkiem
184 000 zł",184000.0,36.0,,Nekla,2025-04-17,
"Mieszkanie, 2 pokoje, Wągrowiec, 37,9m2
239 000 zł",239000.0,37.9,,Wągrowiec,,2
"Okazja!!!Mieszkanie na sprzedaż Koźmin Wielkopolski 46m
250 000 zł
do negocjacji",250000.0,46.0,,Koźmin Wielkopolski,2025-04-24,
"Sprzedam mieszkanie w Jastrowiu do remontu 44m2
189 000 zł
do negocjacji",189000.0,43.8,,Jastrowie,2025-04-14,
"2-pokojowe mieszkanie w centrum, ul. Piastowska
215 000 zł",215000.0,31.8,,Krotoszyn,,2
"Sprzedam mieszkanie w systemie TBS
157 000 zł
do negocjacji",157000.0,40.0,,Kalisz,2025-05-08,
"Mieszkanie na sprzedaż
180 000 zł
do negocjacji",180000.0,92.0,,Pogorzela,2025-05-10,
"Mieszkanie w centrum Chodzieży 2 pokoje
199 000 zł
do negocjacji",199000.0,38.0,,Chodzież,2025-04-20,2
"Mieszkanie - niski czynsz!
189 000 zł
do negocjacji",189000.0,33.5,,Czarnków,2025-04-14,
"Mieszkanie na sprzedaż ! 48 mkw
200 000 zł",200000.0,48.0,,Śmigiel,2025-04-14,
"Mieszkanie 65 mkw bez bik i krd !
150 000 zł",150000.0,65.0,,Śmigiel,2025-05-06,
"Spszedam Mieszkanie
230 000 zł",230000.0,3330.0,,Koło,,
"Mieszkanie 2-pokojowe w Złotowie
249 000 zł",249000.0,37.4,,Złotów,2025-04-17,2
"Sprzedam mieszkanie
200 000 zł
do negocjacji",200000.0,56.0,,Bobrowniki,2025-04-16,
"Sprzedam mieszkanie
182 000 zł",182000.0,37.4,,Wągrowiec,2025-04-27,
"Sprzedam Mieszkanie
249 000 zł",249000.0,48.0,,Trzcianka,2025-05-10,
"Sprzedam mieszkanie
175 000 zł
do negocjacji",175000.0,53.0,,Murzynowo Kościelne,2025-05-07,
"mieszkanie Leszno
230 000 zł",230000.0,32.2,,Leszno,2025-04-16,
"Mieszkanie na sprzedaż
150 000 zł",150000.0,54.0,,Stara Łubianka,2025-05-04,
"Sprzedam mieszkanie Pleszew
245 000 zł",245000.0,32.3,,Pleszew,2025-05-01,
"Sprzedam kawalerkę
170 000 zł",170000.0,28.5,,Wągrowiec,2025-04-26,
"Sprzedam komfortowe mieszkanie w Okonku
200 000 zł",200000.0,54.97,,Okonek,2025-05-05,
"Mieszkanie - Dom wielorodzinny - Huta Szklana gm. Krzyż Wielkopolski
224 999 zł
do negocjacji",224999.0,97.0,,Huta Szklana,2025-05-11,
"Nowe bezczynszowe gotowe do sprzedaży -marzec 2026
243 508 zł",243508.0,35.81,,Jarocin,2025-04-24,
"Mieszkanie Kowalskie 55 m2, 2 pokoje, ogród, garaż, piwnica
245 000 zł",245000.0,54.9,,Kowalskie,2025-05-11,2
"Kawalerka na sprzedaż
170 000 zł",170000.0,25.0,,Czarnków,2025-04-24,1
"Sprzedam mieszkanie w bloku !!! OKAZJA !!!
160 000 zł",160000.0,35.2,,Czarnków,2025-04-25,
"Do sprzedania śliczne, wyremontowane mieszkanie 2 pokojowe
215 000 zł
do negocjacji",215000.0,43.8,,Krzyż Wielkopolski,2025-04-29,2
"Mieszkanie Gułtowy
249 000 zł",249000.0,51.2,,Gułtowy,2025-05-07,
"Sprzedam mieszkanie
150 000 zł",150000.0,25.74,,Trzcianka,2025-05-05,
"Mieszkanie Bojanowo
159 000 zł
do negocjacji",159000.0,46.0,,Bojanowo,2025-05-07,
"Mieszkanie 2-pokojowe z balkonem
230 000 zł",230000.0,50.4,,Wyrzysk,2025-05-07,2
"sprzedam mieszkanie w kamienicy
250 000 zł",250000.0,42.4,,Międzychód,2025-04-23,
"Sprzedam Mieszkanie 52 m2 Jastrowie nieruchomość
175 000 zł
do negocjacji",175000.0,52.0,,Jastrowie,2025-05-10,
"Sprzedam bezpośrednio 2 pokojowe mieszkanie w centrum Kalisza
215 000 zł",215000.0,28.0,,Kalisz,,2
"Mieszkanie 2-pokojowe na oś. Przemysława II
190 000 zł",190000.0,33.0,,Rogoźno,,2
"Mieszkanie z balkonem 38m2 w Powodowie REZERWACJA
210 000 zł
do negocjacji",210000.0,38.0,,Powodowo,2025-04-19,
"Sprzedam mieszkanie z ogródkiem
195 000 zł
do negocjacji",195000.0,76.0,,Drzęczewo Drugie,2025-04-19,
"Przestronne mieszkanie, I piętro 57,04 m2
175 000 zł
do negocjacji",175000.0,57.04,,Okonek,2025-04-24,
"Sprzedam mieszkanie w Międzychodzie
245 000 zł
do negocjacji",245000.0,44.0,,Międzychód,2025-04-25,
"Mieszkanie jednopokojowe ,własnościowe
155 000 zł
do negocjacji",155000.0,28.0,,Trzcianka,2025-04-14,
"Sprzedam mieszkanie
229 000 zł
do negocjacji",229000.0,43.5,,Koło,2025-04-30,
"Sprzedam mieszkanie Gorzewo
170 000 zł",170000.0,52.0,,Gorzewo,2025-04-21,
"Mieszkanie na sprzedaż
249 000 zł
do negocjacji",249000.0,40.0,,Wysoka,2025-04-16,
"Sprzedam mieszkanie w Pile
245 000 zł
do negocjacji",245000.0,50.06,,Piła,2025-05-10,
"Mieszkanie dwupokojowe Złotów
189 000 zł
do negocjacji",189000.0,35.0,,Złotów,2025-05-06,
"Piekne przestronne mieszkanie
250 000 zł
do negocjacji",250000.0,52.0,,Janiszewo,2025-05-11,
"Sprzedam mieszkanie TBS
180 000 zł",180000.0,46.62,,Kalisz,2025-05-11,
"Sprzedam mieszkanie
199 000 zł",199000.0,36.0,,Pleszew,,
"Mieszkanie na sprzedaż
175 000 zł
do negocjacji",175000.0,56.0,,Lipka,2025-04-30,
"Sprzedam mieszkanie 2 pokojowe
170 000 zł
do negocjacji",170000.0,35.0,,Okonek,2025-04-14,2
"Mieszkanie na sprzedaż Czarnków 43 m2 własnościowe
220 000 zł
do negocjacji",220000.0,43.0,,Czarnków,2025-04-21,
"Mieszkanie na sprzedaż
185 000 zł",185000.0,25.0,,Koło,2025-04-22,
"Mieszkanie 3 pokojowe
225 000 zł",225000.0,46.1,,Chodzież,2025-05-02,3
"Sprzedam mieszkanie bezczynszowe
245 000 zł",245000.0,57.0,,Trzcianka,2025-05-08,
"Mieszkanie na sprzedaż
205 000 zł",205000.0,32.0,,Koło,2025-04-15,
"Mieszkanie Gostyń
250 000 zł
do negocjacji",250000.0,48.0,,Gostyń,2025-05-06,
"Mieszkanie 2 pokojowe
343 000 zł",343000.0,53.66,,Gniezno,,2
"Kawalerka 27m na os. Kosmonautów bez pośredników
310 000 zł
do negocjacji",310000.0,27.0,Winogrady,Poznań,,1
"Mieszkanie w Dusznikach
280 000 zł
do negocjacji",280000.0,50.0,,Duszniki,2025-04-18,
"Bezczynszowy Szeregowiec z Ogrodem NISKIE opłaty
339 000 zł",339000.0,51.0,,Poznań,2025-05-09,
"Mieszkanie, Leszno
335 000 zł",335000.0,52.5,,Leszno,2025-05-10,
"Mieszkanie dwupoziomowe - bezczynszowe !!!
349 999 zł",349999.0,57.5,,Swarzędz,2025-05-08,
"Sprzedam mieszkanie w Trzciance 48.4m2
269 000 zł
do negocjacji",269000.0,48.0,,Trzcianka,2025-05-11,
"NOWE MIESZKANIA od 36 do 65 m2 - Leszno, ul. Irlandzka 82
347 142 zł",347142.0,36.93,,Leszno,2025-05-11,
"BEZCZYNSZOWE mieszkanie z ogrodem !!!
299 999 zł",299999.0,39.0,,Zalasewo,2025-05-08,
"Nowa nizsza cena !!!
349 000 zł",349000.0,41.5,Osiedle 350 Lecia Rawicza,Rawicz,2025-05-11,
"Sprzedam Kawalerkę os. Tysiąclecia 1 piętro.
254 000 zł
do negocjacji",254000.0,28.69,,Koźmin Wielkopolski,2025-05-11,
"NOWE mieszkania CITY ROYAL - Leszno, Gronowo, ul. Jagiełły
284 944 zł",284944.0,32.38,,Leszno,2025-05-11,
"Mieszkanie z ogrodem na sprzedaż
320 000 zł",320000.0,53.87,,Konin,2025-05-11,
"Kawalerka 24m2, Poznań, rynek pierwotny, stan deweloperski, gotowe
335 760 zł",335760.0,24.0,Ogrody,Poznań,2025-05-11,1
"Piekne przestronne mieszkanie
250 000 zł
do negocjacji",250000.0,52.0,,Janiszewo,2025-05-11,
"*Gotowe do wprowadzenia 2 pokoje na Jeżycach*
350 000 zł",350000.0,34.0,Jeżyce,Poznań,2025-05-08,2
"Mieszkanie Piła - Śródmieście, 3 pokoje, pow. 68
339 000 zł",339000.0,68.0,,Piła,2025-05-11,3
"3-pok. mieszkanie z balkonem, parking za szlabanem
349 000 zł",349000.0,56.3,,Ostrów Wielkopolski,2025-05-09,3
"3-pokojowe mieszkanie z balkonem w otoczeniu zieleni - V Osiedle
339 000 zł
do negocjacji",339000.0,60.0,,Konin,2025-05-11,3
"Atrakcyjne, umeblowane mieszkanie 2-pokojowe w centrum miasta
330 000 zł
do negocjacji",330000.0,42.3,,Międzychód,2025-05-11,2
"OKAZJA!! w super cenie komfortowe mieszkanie dwupokojowe BEZPOŚREDNIO
299 000 zł",299000.0,36.0,,Napachanie,2025-04-29,
"Na Sprzedaż Mieszkanie Rogoźno Plac Powstańców
300 000 zł",300000.0,79.0,,Rogoźno,2025-05-11,
"Mieszkanie 2-pokojowe z dwoma balkonami Kaliniec
314 000 zł",314000.0,43.22,,Kalisz,2025-05-09,2
"3 pokojowe mieszkanie na parterze w okolicy CH Manhattan
348 000 zł",348000.0,46.1,,Leszno,2025-05-11,3
"Mieszkanie Trzcianka ul. Chopina / 2 pokoje/ ogródek
319 000 zł
do negocjacji",319000.0,66.83,,Trzcianka,2025-04-16,2
"Mieszkanie 43 m2, Jasne, Ładny widok na Leszno
264 000 zł",264000.0,43.04,,Leszno,2025-03-19,
"Nowe Mieszkanie 2 pokoje, rowerownia Wykończone gotowe do zamieszkania
329 999,99 zł",32999999.0,35.0,,Ostrów Wielkopolski,2025-05-08,2
"PRZESTRZENNE mieszkanie | 52,7m2 | 2 POKOJE |OGRÓD
320 000 zł",320000.0,52.7,,Morownica,2025-05-10,2
"1-pokojowe mieszkanie 25m2 + balkon Bezpośrednio
312 600 zł",312600.0,25.28,Naramowice,Poznań,2025-05-11,1
"Osiedle Jachtowe już w sprzedaży! Apartament 42mkw
311 540 zł",311540.0,42.1,,Zbąszyń,2025-05-08,
"2 pokoje | Oddzielna Kuchnia | Ścisłe Centrum
348 880 zł",348880.0,45.1,Stare Miasto,Poznań,2025-04-30,2
"2 pokojowe mieszkanie, spokojna okolica, Dębiec, Poznań.
320 000 zł",320000.0,32.5,Dębiec,Poznań,2025-05-05,2
"Mieszkanie poddaszowe do remontu | ładna kamienica
269 000 zł",269000.0,38.81,Wilda,Poznań,2025-05-06,
"Atrakcyjnie zlokalizowane - os. Śródmieście
318 000 zł",318000.0,55.19,,Kalisz,2025-05-09,
"Mieszkanie na sprzedaż | Kościan | 49,6m2 | 2 pok
349 000 zł",349000.0,49.6,,Kościan,2025-05-10,2
"Godna Polecenia , Duża Kawalerka 56m2
286 000 zł",286000.0,56.0,,Murowana Goślina,2025-05-11,1
"Mieszkanie deweloperskie, Zielona Dolina 2 pok, 38m2.
338 200 zł
do negocjacji",338200.0,37.0,,Piła,2025-05-11,2
"Funkcjonalna kawalerka na Winogradach
339 000 zł",339000.0,27.0,Winogrady,Poznań,,1
"Sprzedam mieszkanie własnościowe w Ostrowie Wielkopolskim
330 000 zł
do negocjacji",330000.0,66.18,,Ostrów Wielkopolski,,
"BLOK II, Nowoczesne Mieszkanie nr 30, ul Zębcowska
310 612 zł",310612.0,40.87,,Ostrów Wielkopolski,2025-05-10,
"3-pokojowe mieszkanie z balkonem z potencjałem
314 000 zł",314000.0,55.32,,Kalisz,2025-05-09,3
"Mieszkanie w Przygodzicach bezczynszowe
250 000 zł",250000.0,42.2,,Przygodzice,2025-05-07,
"3pokoje - parking/ plac zabaw/ gotowe w 2025 roku!
305 000 zł",305000.0,56.7,,Konin,2025-05-11,3
" 2pokojowe na 1piętrze z BALKONEM/do remontu/możemy wykonać remont 
263 900 zł",263900.0,44.0,,Kalisz,2025-05-05,2
"OkazjaStan DeweloperskiJeżyce Po Rewitalizacji
259 000 zł",259000.0,43.9,Jeżyce,Poznań,2025-04-30,
"Przytulna kawalerka, po generalnym remoncie
299 000 zł",299000.0,40.0,,Luboń,2025-05-05,1
"PRZESTRZENNE mieszkanie | Czapury | 3 POKOJE |
340 000 zł",340000.0,42.41,,Czapury,2025-04-15,3
"Jasne mieszkanie kawalerka Swarzędz po remoncie
269 000 zł",269000.0,33.7,,Swarzędz,2025-04-12,1
"3 pokoje  51 m²  2 garaże  ogród  siłownia  2 piwnice
299 000 zł",299000.0,51.0,,Piotrowo Pierwsze,2025-05-08,3
"Mieszkanie 2 pokojowe
343 000 zł",343000.0,53.66,,Gniezno,,2
"Sprzedam Mieszkanie dwupokojowe dwa pokoje z piwnica
279 000 zł",279000.0,43.0,,Gniezno,,
"Mieszkanie 54.6m2 z garażem i duża piwnicą
315 000 zł
do negocjacji",315000.0,54.6,,Budzyń,2025-05-11,
"Kawalerka 24m2, Poznań, rynek pierwotny, stan deweloperski, gotowe
335 760 zł",335760.0,24.0,Ogrody,Poznań,2025-05-11,1
"2 pokojowe mieszkanie w Luboniu czeka na Ciebie!
339 000 zł",339000.0,36.4,,Luboń,2025-04-16,2
"MIESZKANIE 3-pokojowe na Osiedlu Sportowym – widok, balkon, piwnica !!
320 000 zł",320000.0,47.0,,Szamotuły,2025-05-05,3
"Idealne M2 pod 2-paka, 12% ROI, dodatkowe metry!
269 000 zł",269000.0,38.81,Wilda,Poznań,2025-04-23,
"Kawalerka z osobną kuchnią, oś Kosmonautów
309 000 zł",309000.0,27.0,Winogrady,Poznań,2025-05-08,1
"Przytulne mieszkanie z widokiem na las
329 000 zł",329000.0,42.0,,Leszno,2025-05-06,
"Wyremontowane 3-pokojowe mieszkanie
300 000 zł",300000.0,53.0,,Ostrów Wielkopolski,2025-04-25,3
"Mieszkanie w cichej spokojnek okolicy z dużym garażem
283 000 zł
do negocjacji",283000.0,52.5,,Czachory,2025-05-11,
