Title,Price,Size,Neighbourhood,City,Date_Posted,Rooms
"Słoneczne dwupokojowe mieszkanie w Rokietnicy os.Kalinowe
480 000 zł",480000.0,53.0,,Rokietnica,2025-04-24,
"Mieszkanie /parter+piętro+poddasze/ +garaż
450 000 zł",450000.0,90.0,,Stary Widzim,2025-04-26,
"3 pok. mieszkanie w centrum Tarnowa Podgórnego
515 000 zł",515000.0,67.25,,Tarnowo Podgórne,2025-05-05,3
"Komfortowo wykończone/duża działka/garaż/piwnica/polecam!
450 000 zł",450000.0,62.3,,Gwiazdowo,2025-05-05,
"Wilda, do remontu, z balkonem!
498 000 zł",498000.0,69.77,Wilda,Poznań,2025-05-06,
"2 pokoje, winda, balkon, osobna kuchnia, parking!
469 000 zł",469000.0,51.0,Górczyn,Poznań,2025-05-05,2
"Sprzedam Loft w Młynie Parowym w Pniewach
499 000 zł
do negocjacji",499000.0,55.15,,Pniewy,2025-05-11,
"Mieszkanie 63 m², 3 pokoje, klimatyzacja – gotowe
480 000 zł",480000.0,63.0,,Bogdanowo,2025-05-11,3
"Inwestycyjne mieszkanie BEZ PROWIZJI, w pełni wynajęte! | Strusia 11
499 000 zł",499000.0,42.0,Łazarz,Poznań,2025-04-14,
"2 pokoje na start*z ogrodem dla mieszkańców*Luboń
469 000 zł",469000.0,48.53,,Luboń,2025-04-19,2
"mieszkanie 2 pokojowe 49 m2 przy jeziorze Malta
510 000 zł",510000.0,49.0,Komandoria,Poznań,2025-03-13,2
"3 pokoje, osobna kuchnia, prowizja 0% | od zaraz
470 000 zł",470000.0,48.1,Grunwald,Poznań,,3
"Niższa cena!!! Mieszkanie 3 pokojowe, Pobiedziska
519 000 zł",519000.0,58.0,,Pobiedziska,2025-04-25,3
"Słoneczne 2 - pokojowe mieszkanie na Piątkowie
479 000 zł",479000.0,44.1,Piątkowo,Poznań,2025-05-05,2
"Przestronne, zadbane jasne mieszkanie w Rokietnicy
505 000 zł",505000.0,51.18,,Rokietnica,2025-05-06,
"4 pokojowe mieszkanie dla rodziny w Szamotułach
515 000 zł",515000.0,61.28,,Szamotuły,2025-05-05,4
"Dom w zabudowie bliźniaczej Czmoń - Leśna Ostoja
550 000 zł",550000.0,94.2,,Czmoń,2025-04-03,
"3 niezależne pokoje, Os. Kopernika,
475 000 zł",475000.0,62.7,Grunwald,Poznań,2025-04-29,
"Mieszkanie 3 pokoje Poznań Winogrady
472 000 zł",472000.0,47.3,Winogrady,Poznań,2025-04-28,3
"Mieszkanie 3 pokoje, 1 piętro, Luboń przy samym Poznaniu,cegła,piwnica
499 999 zł
do negocjacji",499999.0,57.0,,Luboń,2025-05-04,3
"Mieszkanie Poznań Św Marcin
493 000 zł",493000.0,44.1,Stare Miasto,Poznań,2025-04-24,
"Mieszkanie 65mkw wykończone pod klucz!
500 000 zł",500000.0,65.0,,Śmigiel,2025-05-06,
"Rezerwacja 3 pokoje 62,9m2 os Rusa Rataje balkon
525 000 zł",525000.0,62.9,Chartowo,Poznań,2025-04-29,3
"Dwa pokoje + parking + piwnica
495 000 zł",495000.0,49.25,Górczyn,Poznań,2025-04-25,
"Bezpośrednio pod klucz tuż przy Lesie
489 000 zł",489000.0,37.23,,Dąbrówka,2025-05-10,
"Wilda Rataje 2 Niezależne pokoje Wysoki standard
459 000 zł",459000.0,38.0,Wilda,Poznań,2025-04-18,
"REZERWACJA_2 pokoje/ 44,7 m2/Serdeczna/Zalasewo/ Bezpośrednio
450 000 zł",450000.0,44.7,,Zalasewo,2025-04-17,2
"2 pokoje | Top lokalizacja | 2010r.
469 000 zł",469000.0,47.0,,Poznań,2025-04-15,2
"3 pokojowe, bezpośrednio , Sołacz, Winiary
549 000 zł",549000.0,49.0,Winiary,Poznań,2025-05-07,3
"2-pokojowe mieszkanie z balkonem i windą – Naramowice, ul. Błażeja 6
529 000 zł",529000.0,53.4,Naramowice,Poznań,2025-05-02,2
"Na sprzedaż mieszkanie 4 - pokojowe, Podolany - ul. Szarych Szeregów.
550 000 zł",550000.0,63.56,Podolany,Poznań,2025-05-10,4
"2-pokojowe mieszkanie z balkonem i garażem - idealne miejsce do życia!
495 000 zł
do negocjacji",495000.0,49.0,,Wronki,2025-05-10,2
"Najjaśniejsze. Najwyższe piętro. Salon 29 m2
529 457 zł",529457.0,62.07,,Luboń,,
"Atrakcyjna cena, lokalizacja!! 66m2 przy Żurawińcu
529 000 zł",529000.0,66.3,Naramowice,Poznań,2025-05-10,
"MEGA OKAZJA2 pok 49m2 z garderobą przejściowąogródekPremiumJeżyce
479 220 zł",479220.0,48.9,Jeżyce,Poznań,2025-04-27,2
"Mieszkanie, Poznań
510 000 zł",510000.0,51.8,Wilda,Poznań,2025-04-30,
"Urokliwe 2-pokojowe z balkonem i garderobą
459 000 zł",459000.0,31.8,Piątkowo,Poznań,2025-05-07,2
"Nowe 3 pokoje z pięknym widokiem – ostatnie piętro
499 000 zł",499000.0,48.92,,Kruszewnia,2025-05-04,3
"9 978zł/m2 w sercu Jeżyc PROMOCJA
507 159 zł",507159.0,50.83,Jeżyce,Poznań,2025-05-10,
"Świetna lokalizacja z widokiem na J. Kierskie
489 000 zł",489000.0,75.4,,Rokietnica,2025-04-30,
"2-pokojowe mieszkanie z garderobą, Naramowice
529 000 zł",529000.0,46.01,Naramowice,Poznań,2025-04-22,2
"3 - pokojowe mieszkanie z dużym balkonem
465 000 zł",465000.0,65.93,,Kalisz,2025-05-11,3
"Stylowe mieszkanie w zrewitalizowanej kamienicy
460 000 zł",460000.0,39.0,Łazarz,Poznań,2025-04-13,
"Nowe M2 we wspaniałej lokalizacji blisko Pst
529 900 zł",529900.0,46.8,Winogrady,Poznań,2025-04-17,
"Gotowe! Ustawne! Widok na zieleń! Miejsce postojowe w cenie mieszkania
549 000 zł",549000.0,40.79,Grunwald,Poznań,,
"Mieszkanie 63 m², 3 pokoje, klimatyzacja – gotowe
480 000 zł",480000.0,63.0,,Bogdanowo,2025-05-11,3
"Nowe mieszkanie w centrum Rydzyny
450 000 zł",450000.0,59.68,,Rydzyna,,
"3 pokoje do remontu na Grunwaldzie
450 000 zł",450000.0,48.2,Grunwald,Poznań,2025-04-15,3
"Mieszkanie 3 pokoje, balkon, Grunwald, Poznań.
469 000 zł",469000.0,56.8,Grunwald,Poznań,2025-04-14,3
"Mieszkanie Słowackiego 65
500 000 zł",500000.0,64.0,,Września,2025-05-11,
"Mieszkanie 3 pokojowe z balkonem w Zalasewie
470 000 zł",470000.0,46.4,,Zalasewo,2025-04-06,3
"2 Pokojowe mieszkanie w Luboniu przy ul. Jachtowej
529 000 zł",529000.0,49.84,,Luboń,2025-05-05,2
"Mieszkanie os. Zamoyskiego Zalasewo
549 000 zł",549000.0,57.0,,Zalasewo,2025-04-21,
"rodzinne, gotowe do zamieszkania
539 000 zł",539000.0,56.2,,Luboń,2025-05-08,
"*3 pokoje z balkonem blisko rynku Wildeckiego*
549 890 zł",549890.0,45.0,Wilda,Poznań,2025-03-21,3
"2 pokojowe gotowe mieszkanie Bukowska / Szamotulska (bez pośredników)
485 000 zł",485000.0,43.0,Ogrody,Poznań,,2
"3 niezależne pokoje, ul. Pogorzelska, Grunwald
535 000 zł",535000.0,61.0,Grunwald,Poznań,2025-04-24,
"Mieszkanie na sprzedaż bezpośrednio
469 900 zł
do negocjacji",469900.0,50.0,Wilda,Poznań,2025-05-07,
"Bajeczna kawalerka z TARASEM na CHRONIONYM osiedlu
499 000 zł",499000.0,36.47,Jeżyce,Poznań,,1
"2 pokojowe w nowej kamienicy- Wilda
479 000 zł",479000.0,32.0,Wilda,Poznań,2025-05-11,2
"Atrakcyjne -3 pokojowe mieszkanie w Lesznie
489 000 zł",489000.0,60.4,,Leszno,2025-05-02,3
"Radosna, Zalasewo-GOTOWE mieszkanie, bezpośrednio!
482 200 zł",482200.0,43.08,,Zalasewo,2025-03-21,
"Jagiellońskie 3 pokojowe, niski blok, wolne, IIIp
499 000 zł",499000.0,47.0,Rataje,Poznań,2025-04-28,3
"Mieszkanie 2 pokoje Grunwald 46,5m2, 2 piętro gotowe do zamieszkania
550 000 zł",550000.0,46.5,Grunwald,Poznań,2025-04-13,2
"Gotowe mieszkanie do zakupu Bardzo wysoki standard
475 000 zł",475000.0,33.2,,Skórzewo,2025-05-10,
"Klimatyczne mieszkanie z widokiem na las |2021| m. postojowe| KLIKNIJ!
470 000 zł",470000.0,42.25,,Czapury,2025-05-01,
"3-pokojowe mieszkanie z dużym ogródkiem
530 000 zł",530000.0,64.97,,Kaźmierz,2025-04-17,3
"2 przytulne pokoje na zielonym Grunwaldzie
479 000 zł",479000.0,47.0,Grunwald,Poznań,2025-04-15,
"Wyjątkowe mieszkanie w standardzie premium
549 999 zł",549999.0,59.57,,Piła,2025-04-30,
"Os. E. Raczyńskiego 8minut od Ronda Śródka Poznań
487 000 zł",487000.0,53.0,,Swarzędz,2025-03-25,
"Sprzedam mieszkanie - apartament 76 m2
489 000 zł",489000.0,76.0,,Konin,2025-05-11,
"2-pokojowe mieszkanie z balkonem i garażem - idealne miejsce do życia!
495 000 zł
do negocjacji",495000.0,49.0,,Wronki,2025-05-10,2
"Rewelacyjnie Położone Mieszkanie Na Winogradach!
485 000 zł",485000.0,47.6,Winogrady,Poznań,2025-04-29,
"3 pokojowe Luboń , Sikorskiego
539 000 zł",539000.0,61.0,,Luboń,2025-05-08,3
"3 Pokojowe mieszkanie Ul. Bułgarska po remoncie
520 000 zł",520000.0,48.1,Grunwald,Poznań,2025-05-05,3
"Poznań, 2 pokoje + ogródek, gotowe do wprowadzenia
459 000 zł",459000.0,31.43,,Poznań,2025-04-23,2
"Świetnie Położony Lokal Na Jeżycach!
530 000 zł",530000.0,66.9,Jeżyce,Poznań,2025-04-16,
"os. Rusa OKAZJA 63m2
550 000 zł",550000.0,63.0,Rataje,Poznań,,
"2-pokojowe mieszkanie 45m2 + ogródek Bez Prowizji
521 065 zł",521065.0,45.31,Naramowice,Poznań,2025-04-29,2
"ciche dwupokojowe blisko PST!!!
450 000 zł",450000.0,48.8,Piątkowo,Poznań,2025-04-19,
"Z oddzielną kuchnią, balkonem i piwnicą
490 000 zł",490000.0,42.2,Piątkowo,Poznań,2025-05-07,
"Mieszk. 4-pok. w stanie deweloperskim, 2 balkony
515 000 zł",515000.0,64.38,,Kalisz,2025-04-25,4
"Sprzedam Loft w Młynie Parowym w Pniewach
499 000 zł
do negocjacji",499000.0,55.15,,Pniewy,2025-05-11,
"Mieszkanie Poznań Św Marcin
493 000 zł",493000.0,44.1,Stare Miasto,Poznań,2025-04-24,
"Najjaśniejsze. Najwyższe piętro. Salon 29 m2
529 457 zł",529457.0,62.07,,Luboń,,
"Przytulne mieszkanie na Ratajach
498 000 zł",498000.0,43.34,Rataje,Poznań,2025-05-07,
"2 pok po remoncie niezależny układ od zaraz Lecha
518 000 zł",518000.0,41.3,Rataje,Poznań,2025-05-01,2
"Znakomicie Położone Mieszkanie Na Ratajach!
499 000 zł",499000.0,53.3,Rataje,Poznań,2025-05-05,
"Mieszkanie 3-pokoje, ul. Ognik
499 000 zł",499000.0,48.0,Grunwald,Poznań,2025-04-10,3
"2-pokojowe mieszkanie w wysokim standardzie! Okazja!
509 000 zł",509000.0,37.03,Podolany,Poznań,2025-05-07,2
"2 pokoje, doskonała lokalizacja, Grunwald, 1. piętro
450 000 zł",450000.0,42.9,Ogrody,Poznań,2025-05-10,2
"Atrakcyjny dwupak inwestycyjny świeżo po remoncie
549 000 zł",549000.0,37.12,Jeżyce,Poznań,2025-05-02,
"2 pokoje z balkonem *Zielone Winogrady*
529 000 zł",529000.0,47.0,Winogrady,Poznań,2025-05-11,2
"Mieszkanie 2 pokoje WINOGRADY super okolica
500 000 zł",500000.0,47.0,Winogrady,Poznań,2025-03-28,2
"2-pokojowe mieszkanie 41m2 + balkon
500 000 zł",500000.0,41.72,Ławica,Poznań,2025-04-15,2
"Gotowe! Ustawne! Widok na zieleń! Miejsce postojowe w cenie mieszkania
549 000 zł",549000.0,40.79,Grunwald,Poznań,,
"OKAZJA! Mieszkanie styl LOFTOWY + piękny taras!
530 000 zł",530000.0,96.36,,Witaszyce,,
"Mieszkanie 63 m², 3 pokoje, klimatyzacja – gotowe
480 000 zł",480000.0,63.0,,Bogdanowo,2025-05-11,3
"Nowoczesne z 2 miejscami postojowymi w hali garażowej
495 000 zł",495000.0,47.0,,Gniezno,2025-05-09,
"nowe, komfortowe 2'pok. mieszkanie 47 m2, ul. Podmiejska
497 000 zł
do negocjacji",497000.0,47.06,,Kalisz,2025-05-06,
"Mieszkanie w bloku Poznań/Ogrody dostępne od zaraz
485 000 zł",485000.0,46.7,Ogrody,Poznań,2025-05-07,
"Osiedle Malarska |mieszkanie 3-pok| ZA1_5-GOTOWE!!
470 000 zł",470000.0,51.95,,Poznań,2025-04-12,3
"2 niezależne pokoje + osobna kuchnia + balkon | ul. Serdeczna ZALASEWO
479 900 zł",479900.0,47.0,,Zalasewo,2025-05-10,
"2 pokojowe mieszkanie w ścisłym centrum
453 000 zł",453000.0,39.4,Stare Miasto,Poznań,2025-04-16,2
"2 pokoje na Ratajach, balkon, miejsce parkingowe.
459 500 zł",459500.0,49.0,Rataje,Poznań,2025-04-22,2
"W pełni wykończone i umeblowane, 2-pokoje, 38,81m2
499 000 zł",499000.0,38.81,,Szczytniki,2025-05-09,2
"3 pok. w super lokalizacji–Zielone Wzgórza!
479 000 zł",479000.0,64.0,,Murowana Goślina,2025-04-29,3
"Przestronne 2-pok. mieszkanie, bezpośrednio
535 000 zł",535000.0,43.0,Jeżyce,Poznań,2025-05-11,2
"Sprzedam mieszkanie - apartament 76 m2
489 000 zł",489000.0,76.0,,Konin,2025-05-11,
"2-pokojowe z balkonem i windą Naramowice, ul. Błażeja Bezpośrednio
529 000 zł",529000.0,53.4,Naramowice,Poznań,2025-05-11,2
"Mieszkanie z potencjałem Grunwald, wysoki parter
464 000 zł",464000.0,53.4,Grunwald,Poznań,2025-05-11,
"2-pokojowe | Funkcjonalny układ | Spokojna Okolica
480 000 zł",480000.0,50.6,,Komorniki,2025-05-06,2
"Atrakcyjne mieszkanie w Tarnowie Podgórny
539 000 zł",539000.0,50.0,,Tarnowo Podgórne,2025-03-13,
"Mieszkanie 3-pok. | Jarzębinowa 5/31
487 912 zł",487912.0,48.84,,Plewiska,2025-05-02,3
"Dwupokojowe mieszkanie z widokiem na panoramę Poznania.
529 000 zł",529000.0,43.34,,Poznań,2025-04-26,
"Gotowe mieszkanie na sprzedaż, 3pokoje, inwestycja
521 612 zł",521612.0,51.05,Naramowice,Poznań,2025-03-24,3
"Osiedle Wieniawa, dwupoziomowe 88,20 m, Leszno
520 000 zł",520000.0,88.2,,Leszno,2025-04-22,
"Wyremontowane mieszkanie 4pok z balkonem Widok
487 000 zł",487000.0,58.24,,Kalisz,2025-04-25,4
"Nowe 2-pokojowe mieszkanie na Naramowicach
504 125 zł",504125.0,46.25,Naramowice,Poznań,2025-04-20,2
"Mieszkanie po remoncie, 2 pokoje z osobną kuchnią
535 000 zł",535000.0,49.68,Naramowice,Poznań,2025-04-28,2
"Mieszkanie na sprzedaż
450 000 zł
do negocjacji",450000.0,44.0,,Opalenica,2025-05-11,
"Nowe mieszkanie w centrum Rydzyny
450 000 zł",450000.0,59.68,,Rydzyna,,
"Najjaśniejsze. Najwyższe piętro. Salon 29 m2
529 457 zł",529457.0,62.07,,Luboń,,
"Atrakcyjna cena, lokalizacja!! 66m2 przy Żurawińcu
529 000 zł",529000.0,66.3,Naramowice,Poznań,2025-05-10,
"Przestronna kawalerka, apartament w centrum,balkon
517 900 zł",517900.0,31.39,Stare Miasto,Poznań,2025-05-11,1
"Wilkońskich 3 | mieszkanie 2-pok. | A_m.10
496 188 zł",496188.0,41.9,Ogrody,Poznań,2025-04-22,2
"Mieszkanie 50 m2 z ogródkiem Apartamentowiec Osiedle Botanika
466 953 zł",466953.0,50.21,,Krotoszyn,2025-05-07,
"Wygodne, 3 pokojowe z balkonem na parterze.
529 500 zł",529500.0,43.9,Piątkowo,Poznań,2025-04-23,3
"Piękne 3 pokojowe z ogrodem i parkingiem
550 000 zł",550000.0,65.0,,Sady,2025-03-25,3
"2 Pokoje I Strzeszyn I Balkon I Parter I Piwnica
519 000 zł",519000.0,51.0,Strzeszyn,Poznań,2025-04-17,2
"mieszkanie 3 pokoje 47,5 m2 / balkon
529 000 zł",529000.0,47.5,,Luboń,2025-05-09,3
"2 Pokoje Piękny widok Oferta Prywatna Rataje
459 000 zł",459000.0,38.0,Rataje,Poznań,2025-04-07,2
"Piątkowo - ustawne 3 pokoje!
495 000 zł",495000.0,55.2,Piątkowo,Poznań,2025-04-23,3
"Komorniki, Widokowa 2pok 51m2 ogród, fotowoltaika!
539 000 zł",539000.0,51.1,,Komorniki,2025-05-07,2
"Sprzedam nowe 2 pok. 1 piętro, 42m2 ul. Sielawy 23 + miejsce postojowe
450 000 zł
do negocjacji",450000.0,42.0,Naramowice,Poznań,2025-05-05,2
"Mieszkanie z ogrodem
522 480 zł",522480.0,93.3,,Krotoszyn,2025-05-02,
"Stylowe 3 pokojowe mieszkanie |nowe, wykończone -nieużywane| NOWY BLOK
497 000 zł",497000.0,43.0,,Kalisz,,3
"Pod Lipami, 3 pokoje w niskim bloku
490 000 zł",490000.0,53.5,Winogrady,Poznań,2025-04-30,3
"Unikatowe mieszkanie z antresolą | 2018 | klimatyzacja|zadbane SPRAWDŹ
530 000 zł",530000.0,68.6,,Śrem,2025-05-01,
"Ciche mieszkanie blisko lasu- 2 pokoje z oddzielną kuchnią
549 000 zł",549000.0,58.2,,Zalasewo,2025-05-08,2
"Piękne 2-pokojowe mieszkanie | Górczyn
459 000 zł",459000.0,30.2,Górczyn,Poznań,2025-03-29,2
"3-pokojowe mieszkanie z balkonem - os. Dobrzec
485 000 zł",485000.0,62.5,,Kalisz,2025-04-18,3
"Mieszkanie 2 pokoje, spokojna okolica, Luboń.
480 000 zł",480000.0,51.68,,Luboń,2025-04-14,2
"Ostatni Lokal Mieszkalny Dwupoziomowy - pompa ciepła
460 000 zł",460000.0,103.18,,Krzemieniewo,2025-05-05,
"4 pokojowe, przestronne mieszkanie 2 poziomowe
525 000 zł",525000.0,89.0,,Kościan,2025-04-24,4
"Mieszkanie z prywatnym parkingiem
535 000 zł",535000.0,49.18,Jeżyce,Poznań,2025-05-07,
"Ostatnie 2 pokoje | Lofty Matejki |Widok na Zieleń
469 463 zł",469463.0,43.09,Łazarz,Poznań,2025-04-30,2
"Gotowe do zamieszkania 2 pokoje/ balkon/ogród
549 000 zł",549000.0,42.6,Naramowice,Poznań,2025-04-18,2
"Sprzedam nowe 2 pok. 1 piętro, 42m2 ul. Sielawy 23 + miejsce postojowe
450 000 zł
do negocjacji",450000.0,42.0,Naramowice,Poznań,2025-05-05,2
"2-pokojowe z balkonem i windą Naramowice, ul. Błażeja Bezpośrednio
529 000 zł",529000.0,53.4,Naramowice,Poznań,2025-05-11,2
"4 lokale/3 pok/ogródek/miejsc postojowe/ogrz podłogowe.
499 000 zł",499000.0,54.9,,Rokietnica,2025-05-11,3
"2 pok. i kuchnia, świetny stan, 3 min. do tramwaju
499 000 zł",499000.0,51.4,Starołęka,Poznań,2025-05-05,2
"*** 3 pokoje, gotowe do wprowadzenia, balkon ***
529 900 zł",529900.0,39.1,Górczyn,Poznań,2025-04-08,3
"Mieszkanie (57,7 mkw.) Grodzisk Wielkopolski
479 000 zł",479000.0,57.7,,Grodzisk Wielkopolski,2025-04-24,
"Sprzedam mieszkanie w bloku w centrum Poznania
485 000 zł",485000.0,48.0,Wilda,Poznań,2025-04-25,
"Do wprowadzenia 2 pokoje - Wichrowe Wzgórze
459 000 zł",459000.0,46.0,Winogrady,Poznań,2025-05-01,2
"Bezczynszowe | 3 pokoje | centrum
459 000 zł",459000.0,74.54,,Leszno,2025-04-18,3
"Rezerwacja
459 000 zł",459000.0,48.8,Chartowo,Poznań,2025-04-22,
"2 pokoje na Wildzie | umeblowane | po remoncie
489 000 zł",489000.0,32.3,Wilda,Poznań,2025-04-22,2
"Sprzedam mieszkanie
459 000 zł",459000.0,47.0,,Zalasewo,2025-05-09,
"Sprzedam 2 pokoje ,os .Piastowskie 12, Rataje, Nowe Miasto Poznań
519 000 zł",519000.0,43.7,,Poznań,2025-04-06,2
"Sprzedam Loft w Młynie Parowym w Pniewach
499 000 zł
do negocjacji",499000.0,55.15,,Pniewy,2025-05-11,
"Stylowe 3 pokojowe mieszkanie |nowe, wykończone -nieużywane| NOWY BLOK
497 000 zł",497000.0,43.0,,Kalisz,,3
"Rozkładowe 3 pokoje po generalnym remoncie
464 000 zł",464000.0,53.35,,Kalisz,2025-05-10,3
"2 pokojowe mieszkanie z ogrodem, bezczynszowe
469 000 zł",469000.0,40.0,,Przeźmierowo,2025-04-12,2
"Nowoczesne 2 pok. + antresola - Tarnowo Podgórne!
529 000 zł",529000.0,53.9,,Tarnowo Podgórne,2025-04-29,2
"Piątkowo|Funkcjonalne mieszkanie|2 Pokoje|35,5 m² z balkonem|1. piętro
489 000 zł",489000.0,35.5,Piątkowo,Poznań,2025-05-06,2
"2 pokoje!Podolany!Garaż!Balkon!
499 000 zł",499000.0,35.0,Jeżyce,Poznań,2025-05-07,2
"Lokal na poddaszu z możliwością podziału na 5 mieszkań Kochanowskiego
519 000 zł",519000.0,188.0,Jeżyce,Poznań,2025-05-09,
"Świetne mieszkanie Grunwald Rezerwacja
520 000 zł",520000.0,53.0,Grunwald,Poznań,2025-04-14,
"Sprzedam 4 pokoje 78m2 bezpośrednio nowa cena !
505 000 zł",505000.0,78.0,,Gniezno,,4
"2 pokoje | osobna kuchnia | 53,8 m2 | Zalasewo
545 000 zł",545000.0,53.8,,Zalasewo,2025-04-19,2
"os. Piastowskie, 37,91 m2, 2 pok., 2 piętro, winda, piwnica
459 000 zł",459000.0,37.91,Rataje,Poznań,2025-05-01,2
"Mieszkanie na sprzedaż bezpośrednio
469 900 zł
do negocjacji",469900.0,50.0,Wilda,Poznań,2025-05-07,
"Mieszkanie 3 pokoje, 1 piętro, Luboń przy samym Poznaniu,cegła,piwnica
499 999 zł
do negocjacji",499999.0,57.0,,Luboń,2025-05-04,3
"Os. E. Raczyńskiego 8minut od Ronda Śródka Poznań
487 000 zł",487000.0,53.0,,Swarzędz,2025-03-25,
"2 pokojowe, balkon, z oddzielną kuchnią
459 000 zł",459000.0,46.0,Grunwald,Poznań,2025-04-28,2
"2 pokoje Grunwald cegła ul Marszałkowska
453 000 zł",453000.0,45.2,Grunwald,Poznań,2025-04-29,2
"Mieszkanie 3-pokojowe Billewiczówny - plus gratis
459 000 zł",459000.0,60.79,,Leszno,2025-05-01,3
"2-pokojowe mieszkanie na Winogradach – Wichrowe Wzgórze 19, Poznań
480 000 zł",480000.0,46.0,Winogrady,Poznań,2025-04-23,2
"Jasne przytulne M2 w pełni gotowe do zamieszkania!
540 000 zł",540000.0,51.46,Łazarz,Poznań,2025-05-06,
"REZERWACJA Słoneczne 2 pokoje po remoncie/ balkon/ niski blok
469 000 zł",469000.0,38.0,Winogrady,Poznań,2025-04-06,2
"Nowa Oferta!
499 000 zł",499000.0,66.0,,Swarzędz,2025-04-22,
"Mieszkanie na sprzedaż
480 000 zł",480000.0,55.54,,Mosina,2025-05-06,
"tarnowo podgórne 3pok niska cena bez prowizji
515 000 zł",515000.0,67.25,,Tarnowo Podgórne,2025-05-04,3
"Atrakcyjna cena, lokalizacja!! 66m2 przy Żurawińcu
529 000 zł",529000.0,66.3,Naramowice,Poznań,2025-05-10,
"Nowe mieszkanie w centrum Rydzyny
450 000 zł",450000.0,59.68,,Rydzyna,,
"Sprzedam mieszkanie - apartament 76 m2
489 000 zł",489000.0,76.0,,Konin,2025-05-11,
"Aurora Park II | mieszkanie 2-pok. | 18
512 936 zł",512936.0,52.88,,Skórzewo,2025-05-09,2
"Stary Grunwald - 2 pok do kupna
475 000 zł",475000.0,49.2,Grunwald,Poznań,2025-05-08,2
"Przestronne M3/balkon/Rokietnica
499 000 zł",499000.0,52.54,,Rokietnica,2025-04-30,
"Mieszkanie Z Przestronnym Tarasem 8,0 M2 | Oddzielna Kuchnia!
495 000 zł",495000.0,46.9,,Plewiska,2025-04-28,
"Przestronne mieszkanie 4-pokojowe, ul. Kręta
475 000 zł",475000.0,70.0,,Murowana Goślina,2025-04-18,4
"Wszystko nowe | Piastowskie |
525 000 zł",525000.0,37.91,Rataje,Poznań,2025-04-17,
"3 pokojowe mieszkanie na sprzedaż Rolna - Poznań
544 000 zł",544000.0,56.09,Wilda,Poznań,2025-03-16,3
"blisko gdańska i obwodnicy | cicha okolica
497 000 zł",497000.0,33.69,,Poznań,2025-04-26,
"Apartament Premium 2pokoje/garderoba/taras
550 000 zł",550000.0,47.0,,Kalisz,2025-05-10,2
"2 pokoje | Blisko Jeziora Malta
539 000 zł",539000.0,46.39,Komandoria,Poznań,2025-05-04,2
"2 pokojowe gotowe mieszkanie Bukowska / Szamotulska (bez pośredników)
485 000 zł",485000.0,43.0,Ogrody,Poznań,,2
"OKAZJA! Mieszkanie styl LOFTOWY + piękny taras!
530 000 zł",530000.0,96.36,,Witaszyce,2025-05-11,
"Mieszkanie Poznań Św Marcin
493 000 zł",493000.0,44.1,Stare Miasto,Poznań,2025-04-24,
"Apartament Harmony | 2 Prywatne Miejsca Parkingowe | 3 Pokoje | Górne
479 900 zł",479900.0,50.0,,Piła,2025-05-07,3
"Przestronne i jasne Mieszkanie w Komornikach
524 000 zł",524000.0,54.43,,Komorniki,2025-04-21,
"nowe wykończone mieszkanie blisko Rynku Jeżyckiego
499 000 zł",499000.0,33.1,Jeżyce,Poznań,2025-04-27,
"2 Pokoje Poznań Gąsiorowskich + Miejsce Parkingowe w Garażu Podziemnym
549 000 zł",549000.0,34.0,Łazarz,Poznań,2025-05-02,2
"Mieszkanie 4pok. z balkonem Śliwniki
475 000 zł",475000.0,79.54,,Śliwniki,2025-04-18,4
"Mieszkanie na sprzedaż bezpośrednio
469 900 zł
do negocjacji",469900.0,50.0,Wilda,Poznań,2025-05-07,
"3 pokoje | Dobrzec | balkon | rodzinne
469 000 zł",469000.0,62.9,,Kalisz,2025-05-09,3
"Dwa pokoje Batorego, blisko PST, cegła, balkon
489 000 zł",489000.0,42.2,Piątkowo,Poznań,2025-05-08,
"Mieszkanie z balkonem, Żurawiniec
549 000 zł",549000.0,59.1,Naramowice,Poznań,2025-05-06,
"NOWY 3 pokojowy Apartament z Garażem‼Centrum‼
459 999 zł",459999.0,46.0,,Pleszew,2025-05-08,3
"Mieszkanie 65mkw wykończone pod klucz!
500 000 zł",500000.0,65.0,,Śmigiel,2025-05-06,
"Najjaśniejsze. Najwyższe piętro. Salon 29 m2
529 457 zł",529457.0,62.07,,Luboń,,
"Os. E. Raczyńskiego 8minut od Ronda Śródka Poznań
487 000 zł",487000.0,53.0,,Swarzędz,2025-03-25,
"Osiedle Malarska |mieszkanie 4-pok| ZA1_4- GOTOWE!
500 000 zł",500000.0,65.68,,Poznań,2025-04-25,4
"Słoneczne 2-pokojowe mieszkanie z balkonem
489 000 zł",489000.0,54.0,Grunwald,Poznań,2025-05-02,2
"2-pokojowe mieszkanie 43m2 + balkon
502 090 zł",502090.0,43.66,Naramowice,Poznań,2025-04-29,2
"Komfortowy Bliźniak Blisko Natury| Okazja
495 000 zł",495000.0,90.0,,Radzyny,2025-04-22,
"Mieszkanie na sprzedaż - Kórnik ul. Staszica
550 000 zł",550000.0,65.2,,Kórnik,2025-03-29,
"Komfortowe 3 Pokojowe Mieszkanie Pod Samym Lasem
519 000 zł",519000.0,42.41,,Czapury,2025-04-27,3
